service_date,day_type,bus,rail_boardings,total_rides,peak_offpeak,load_factor
2016-08-12,W,700723,715035,1415758,peak,14157.58
2016-10-10,W,714940,708958,1423898,peak,14238.98
2016-09-21,W,863211,814264,1677475,peak,16774.75
2016-09-22,W,897609,814897,1712506,peak,17125.06
2016-08-08,W,759970,707087,1467057,peak,14670.57
2016-10-15,A,542187,535567,1077754,offpeak,10777.54
2016-10-01,A,511504,445272,956776,offpeak,9567.76
2016-09-30,W,889641,787112,1676753,peak,16767.53
2016-10-21,W,867704,800137,1667841,peak,16678.41
2016-09-15,W,907872,862105,1769977,peak,17699.77
2016-08-13,A,522972,488035,1011007,offpeak,10110.07
2016-10-31,W,860741,797545,1658286,peak,16582.86
2016-09-17,A,537329,524421,1061750,offpeak,10617.5
2016-09-26,W,884989,787408,1672397,peak,16723.97
2016-10-04,W,919088,799529,1718617,peak,17186.17
2016-08-20,A,480928,445798,926726,offpeak,9267.26
2016-09-01,W,847144,784336,1631480,peak,16314.8
2016-08-14,U,402523,380801,783324,offpeak,7833.24
2016-10-30,U,377290,446582,823872,offpeak,8238.72
2016-09-27,W,889769,795780,1685549,peak,16855.49
2016-10-14,W,892797,818230,1711027,peak,17110.27
2016-08-29,W,781400,750329,1531729,peak,15317.29
2016-09-19,W,894210,816014,1710224,peak,17102.24
2016-09-07,W,885587,785121,1670708,peak,16707.08
2016-09-03,A,542836,509314,1052150,offpeak,10521.5
2016-09-16,W,889307,843488,1732795,peak,17327.95
2016-10-08,A,537610,546072,1083682,offpeak,10836.82
2016-09-09,W,879935,784678,1664613,peak,16646.13
2016-08-22,W,764690,744165,1508855,peak,15088.55
2016-09-18,U,401077,402811,803888,offpeak,8038.88
2016-08-11,W,767967,775031,1542998,peak,15429.98
2016-08-30,W,791868,767220,1559088,peak,15590.88
2016-08-07,U,398288,355693,753981,offpeak,7539.81
2016-10-22,A,533242,566999,1100241,offpeak,11002.41
2016-09-12,W,886146,784139,1670285,peak,16702.85
2016-09-23,W,880748,832417,1713165,peak,17131.65
2016-10-19,W,895104,807016,1702120,peak,17021.2
2016-08-21,U,417057,396317,813374,offpeak,8133.74
2016-08-25,W,775862,737801,1513663,peak,15136.63
2016-08-23,W,784341,744176,1528517,peak,15285.17
2016-09-14,W,898125,812240,1710365,peak,17103.65
2016-09-11,U,397693,354732,752425,offpeak,7524.25
2016-08-03,W,822281,785246,1607527,peak,16075.27
2016-08-02,W,795778,779493,1575271,peak,15752.71
2016-10-02,U,391845,351589,743434,offpeak,7434.34
2016-11-06,U,406215,380648,786863,offpeak,7868.63
2016-11-09,W,865500,817596,1683096,peak,16830.96
2016-11-08,W,880506,791870,1672376,peak,16723.76
2016-11-14,W,862939,775439,1638378,peak,16383.78
2016-11-23,W,661576,624827,1286403,peak,12864.03
2016-11-04,W,798901,1146516,1945417,peak,19454.17
2016-11-13,U,369986,338339,708325,offpeak,7083.25
2016-11-21,W,844666,758214,1602880,peak,16028.8
2016-11-22,W,837828,756704,1594532,peak,15945.32
2016-11-07,W,887002,809878,1696880,peak,16968.8
2016-11-19,A,477472,501156,978628,offpeak,9786.28
2016-11-27,U,343504,302029,645533,offpeak,6455.33
2016-11-17,W,873693,811240,1684933,peak,16849.33
2016-11-24,U,266241,219875,486116,offpeak,4861.16
2016-11-30,W,852623,768149,1620772,peak,16207.72
2016-11-12,A,500583,474411,974994,offpeak,9749.94
2016-11-29,W,871577,771348,1642925,peak,16429.25
2016-11-01,W,931276,815318,1746594,peak,17465.94
2016-11-05,A,536579,531687,1068266,offpeak,10682.66
2016-11-25,W,496285,411245,907530,peak,9075.3
2016-11-10,W,842332,807250,1649582,peak,16495.82
2016-11-03,W,919828,891357,1811185,peak,18111.85
2016-11-28,W,801243,720824,1522067,peak,15220.67
2016-11-20,U,345895,315179,661074,offpeak,6610.74
2016-11-11,W,715260,721083,1436343,peak,14363.43
2016-11-15,W,881225,797235,1678460,peak,16784.6
2016-11-18,W,819907,792361,1612268,peak,16122.68
2016-11-02,W,866812,842885,1709697,peak,17096.97
2016-11-26,A,441384,383042,824426,offpeak,8244.26
2016-11-16,W,884662,801320,1685982,peak,16859.82
2016-12-02,W,882063,780569,1662632,peak,16626.32
2016-12-04,U,333825,312904,646729,offpeak,6467.29
2016-12-03,A,517756,456762,974518,offpeak,9745.18
2016-12-19,W,650356,607020,1257376,peak,12573.76
2016-12-29,W,593626,532909,1126535,peak,11265.35
2016-12-28,W,611176,537443,1148619,peak,11486.19
2016-12-16,W,744691,690845,1435536,peak,14355.36
2016-12-01,W,885401,779287,1664688,peak,16646.88
2016-12-09,W,806718,730968,1537686,peak,15376.86
2016-12-27,W,575294,490822,1066116,peak,10661.16
2016-12-05,W,841336,735184,1576520,peak,15765.2
2016-12-11,U,309743,291688,601431,offpeak,6014.31
2016-12-21,W,770713,665402,1436115,peak,14361.15
2016-12-13,W,785276,714038,1499314,peak,14993.14
2016-12-22,W,747188,635174,1382362,peak,13823.62
2016-12-06,W,859470,745095,1604565,peak,16045.65
2016-12-12,W,787062,702745,1489807,peak,14898.07
2016-12-25,U,199220,131542,330762,offpeak,3307.62
2016-12-18,U,270767,253184,523951,offpeak,5239.51
2016-12-23,W,676407,516584,1192991,peak,11929.91
2016-12-24,A,391140,253926,645066,offpeak,6450.66
2016-12-30,W,628159,524474,1152633,peak,11526.33
2016-12-20,W,758686,668762,1427448,peak,14274.48
2016-12-10,A,472855,424387,897242,offpeak,8972.42
2016-12-17,A,445779,394366,840145,offpeak,8401.45
2016-12-15,W,617119,624213,1241332,peak,12413.32
2016-12-26,U,380189,292312,672501,offpeak,6725.01
2016-12-14,W,734884,688959,1423843,peak,14238.43
2016-12-08,W,790418,724726,1515144,peak,15151.44
2016-12-07,W,831766,745626,1577392,peak,15773.92
2016-12-31,A,433952,361268,795220,offpeak,7952.2
2017-03-07,W,862784,751315,1614099,peak,16140.99
2017-03-18,A,473609,404779,878388,offpeak,8783.88
2017-01-03,W,690503,650650,1341153,peak,13411.53
2017-03-28,W,846658,748201,1594859,peak,15948.59
2017-01-08,U,290096,244060,534156,offpeak,5341.56
2017-01-22,U,331138,272268,603406,offpeak,6034.06
2017-03-12,U,336952,292240,629192,offpeak,6291.92
2017-03-10,W,816750,730837,1547587,peak,15475.87
2017-02-20,W,623736,557822,1181558,peak,11815.58
2017-03-08,W,858498,751336,1609834,peak,16098.34
2017-01-30,W,806014,715290,1521304,peak,15213.04
2017-01-01,U,277926,292472,570398,offpeak,5703.98
2017-03-20,W,802404,690624,1493028,peak,14930.28
2017-01-15,U,328355,280852,609207,offpeak,6092.07
2017-01-13,W,771359,698254,1469613,peak,14696.13
2017-01-25,W,831467,743587,1575054,peak,15750.54
2017-02-04,A,461743,370873,832616,offpeak,8326.16
2017-01-20,W,798511,731616,1530127,peak,15301.27
2017-03-13,W,761376,703982,1465358,peak,14653.58
2017-02-27,W,837214,720932,1558146,peak,15581.46
2017-03-19,U,371042,304418,675460,offpeak,6754.6
2017-03-04,A,487500,401568,889068,offpeak,8890.68
2017-02-03,W,782899,690415,1473314,peak,14733.14
2017-03-14,W,712423,727042,1439465,peak,14394.65
2017-03-24,W,821828,715787,1537615,peak,15376.15
2017-03-17,W,804320,732007,1536327,peak,15363.27
2017-03-06,W,823084,703811,1526895,peak,15268.95
2017-02-12,U,358101,296805,654906,offpeak,6549.06
2017-01-04,W,636491,639970,1276461,peak,12764.61
2017-01-14,A,429614,363554,793168,offpeak,7931.68
2017-03-29,W,837430,745915,1583345,peak,15833.45
2017-01-11,W,803730,714551,1518281,peak,15182.81
2017-01-17,W,829925,737976,1567901,peak,15679.01
2017-01-21,A,488902,582031,1070933,offpeak,10709.33
2017-01-18,W,835362,742180,1577542,peak,15775.42
2017-02-01,W,883845,750500,1634345,peak,16343.45
2017-01-10,W,773792,711194,1484986,peak,14849.86
2017-02-14,W,870130,752585,1622715,peak,16227.15
2017-01-29,U,304565,274728,579293,offpeak,5792.93
2017-03-25,A,414644,356083,770727,offpeak,7707.27
2017-02-18,A,512205,447059,959264,offpeak,9592.64
2017-03-11,A,459826,493451,953277,offpeak,9532.77
2017-03-23,W,802941,708026,1510967,peak,15109.67
2017-03-15,W,822423,748703,1571126,peak,15711.26
2017-02-10,W,832724,720483,1553207,peak,15532.07
2017-03-22,W,816876,706282,1523158,peak,15231.58
2017-02-21,W,848951,741773,1590724,peak,15907.24
2017-03-16,W,827779,758060,1585839,peak,15858.39
2017-02-05,U,351708,282731,634439,offpeak,6344.39
2017-03-09,W,841498,748709,1590207,peak,15902.07
2017-01-19,W,823901,743065,1566966,peak,15669.66
2017-02-25,A,449817,374595,824412,offpeak,8244.12
2017-02-28,W,823654,730508,1554162,peak,15541.62
2017-01-06,W,591800,600277,1192077,peak,11920.77
2017-02-17,W,841425,738941,1580366,peak,15803.66
2017-01-31,W,828074,741389,1569463,peak,15694.63
2017-01-05,W,611987,629939,1241926,peak,12419.26
2017-02-24,W,820536,723532,1544068,peak,15440.68
2017-01-09,W,781139,692776,1473915,peak,14739.15
2017-02-16,W,831398,738525,1569923,peak,15699.23
2017-03-21,W,835641,718304,1553945,peak,15539.45
2017-03-26,U,340733,292995,633728,offpeak,6337.28
2017-02-08,W,841278,737535,1578813,peak,15788.13
2017-02-02,W,829125,736551,1565676,peak,15656.76
2017-02-23,W,850254,751257,1601511,peak,16015.11
2017-01-23,W,817750,724078,1541828,peak,15418.28
2017-02-13,W,822007,702129,1524136,peak,15241.36
2017-02-15,W,841181,735910,1577091,peak,15770.91
2017-01-02,U,371865,314798,686663,offpeak,6866.63
2017-01-07,A,362508,319746,682254,offpeak,6822.54
2017-02-07,W,827885,734586,1562471,peak,15624.71
2017-02-26,U,350829,287405,638234,offpeak,6382.34
2017-02-11,A,497589,405211,902800,offpeak,9028.0
2017-03-30,W,756598,718864,1475462,peak,14754.62
2017-03-02,W,842926,741459,1584385,peak,15843.85
2017-03-01,W,863043,742729,1605772,peak,16057.72
2017-02-06,W,838312,713858,1552170,peak,15521.7
2017-01-16,W,486791,435039,921830,peak,9218.3
2017-01-28,A,439479,382131,821610,offpeak,8216.1
2017-02-19,U,383581,328391,711972,offpeak,7119.72
2017-03-27,W,825472,724012,1549484,peak,15494.84
2017-03-03,W,851128,729461,1580589,peak,15805.89
2017-03-05,U,364977,298189,663166,offpeak,6631.66
2017-01-12,W,777149,714212,1491361,peak,14913.61
2017-03-31,W,839312,737168,1576480,peak,15764.8
2017-02-22,W,873309,758299,1631608,peak,16316.08
2017-01-27,W,792183,715515,1507698,peak,15076.98
2017-01-26,W,823395,750472,1573867,peak,15738.67
2017-01-24,W,834979,742724,1577703,peak,15777.03
2017-02-09,W,815353,726872,1542225,peak,15422.25
2017-04-04,W,873844,763221,1637065,peak,16370.65
2017-05-18,W,824327,775776,1600103,peak,16001.03
2017-04-20,W,797055,758119,1555174,peak,15551.74
2017-04-08,A,508239,452426,960665,offpeak,9606.65
2017-05-02,W,846717,762139,1608856,peak,16088.56
2017-05-16,W,843103,768941,1612044,peak,16120.44
2017-04-17,W,809433,738426,1547859,peak,15478.59
2017-04-03,W,840610,743301,1583911,peak,15839.11
2017-04-27,W,807318,748983,1556301,peak,15563.01
2017-05-10,W,821006,736258,1557264,peak,15572.64
2017-04-07,W,765361,741568,1506929,peak,15069.29
2017-05-08,W,829268,722987,1552255,peak,15522.55
2017-05-04,W,836436,770199,1606635,peak,16066.35
2017-05-31,W,827890,745189,1573079,peak,15730.79
2017-05-01,W,847371,747837,1595208,peak,15952.08
2017-05-03,W,890581,778089,1668670,peak,16686.7
2017-04-15,A,506929,453975,960904,offpeak,9609.04
2017-05-22,W,817334,744257,1561591,peak,15615.91
2017-04-02,U,357643,319046,676689,offpeak,6766.89
2017-05-23,W,799986,753184,1553170,peak,15531.7
2017-04-29,A,405068,364346,769414,offpeak,7694.14
2017-05-29,U,375171,336441,711612,offpeak,7116.12
2017-04-11,W,736309,720080,1456389,peak,14563.89
2017-05-17,W,835226,763055,1598281,peak,15982.81
2017-05-27,A,492255,462129,954384,offpeak,9543.84
2017-05-05,W,840819,771492,1612311,peak,16123.11
2017-04-19,W,811178,757251,1568429,peak,15684.29
2017-05-12,W,824305,745485,1569790,peak,15697.9
2017-05-14,U,364734,313469,678203,offpeak,6782.03
2017-05-15,W,805190,709882,1515072,peak,15150.72
2017-04-10,W,695555,708408,1403963,peak,14039.63
2017-04-23,U,373492,330832,704324,offpeak,7043.24
2017-05-26,W,779960,691687,1471647,peak,14716.47
2017-05-19,W,768158,726694,1494852,peak,14948.52
2017-05-09,W,827183,738712,1565895,peak,15658.95
2017-04-16,U,339738,293545,633283,offpeak,6332.83
2017-04-18,W,848195,772115,1620310,peak,16203.1
2017-05-13,A,504045,427964,932009,offpeak,9320.09
2017-04-09,U,388435,336277,724712,offpeak,7247.12
2017-04-12,W,754940,757854,1512794,peak,15127.94
2017-05-20,A,441093,396705,837798,offpeak,8377.98
2017-04-06,W,822266,771468,1593734,peak,15937.34
2017-04-01,A,517493,433603,951096,offpeak,9510.96
2017-04-14,W,692506,676016,1368522,peak,13685.22
2017-04-13,W,723724,745720,1469444,peak,14694.44
2017-05-21,U,366609,350024,716633,offpeak,7166.33
2017-05-24,W,820511,762453,1582964,peak,15829.64
2017-04-22,A,493687,467485,961172,offpeak,9611.72
2017-05-25,W,829938,776776,1606714,peak,16067.14
2017-04-05,W,755345,732462,1487807,peak,14878.07
2017-05-28,U,366179,344784,710963,offpeak,7109.63
2017-05-07,U,370985,334930,705915,offpeak,7059.15
2017-05-06,A,502922,460695,963617,offpeak,9636.17
2017-04-21,W,819393,753932,1573325,peak,15733.25
2017-04-30,U,307608,269345,576953,offpeak,5769.53
2017-04-25,W,860569,761180,1621749,peak,16217.49
2017-04-26,W,838762,757859,1596621,peak,15966.21
2017-05-30,W,802596,722529,1525125,peak,15251.25
2017-05-11,W,832163,755558,1587721,peak,15877.21
2017-04-24,W,830257,736639,1566896,peak,15668.96
2017-04-28,W,830500,740579,1571079,peak,15710.79
2017-06-04,U,400326,384010,784336,offpeak,7843.36
2017-06-26,W,738507,722154,1460661,peak,14606.61
2017-06-03,A,523471,495282,1018753,offpeak,10187.53
2017-07-11,W,771348,735051,1506399,peak,15063.99
2017-07-24,W,744976,765597,1510573,peak,15105.73
2017-07-23,U,380247,372309,752556,offpeak,7525.56
2017-06-25,U,390267,513970,904237,offpeak,9042.37
2017-06-06,W,845564,787009,1632573,peak,16325.73
2017-06-18,U,390193,338474,728667,offpeak,7286.67
2017-06-09,W,833135,822483,1655618,peak,16556.18
2017-06-07,W,846730,793617,1640347,peak,16403.47
2017-07-28,W,754679,738168,1492847,peak,14928.47
2017-06-27,W,763875,751340,1515215,peak,15152.15
2017-07-05,W,746019,733914,1479933,peak,14799.33
2017-07-17,W,754669,741094,1495763,peak,14957.63
2017-06-28,W,722682,733693,1456375,peak,14563.75
2017-06-29,W,747180,778070,1525250,peak,15252.5
2017-06-20,W,801344,781004,1582348,peak,15823.48
2017-06-23,W,729483,747333,1476816,peak,14768.16
2017-07-14,W,748691,762728,1511419,peak,15114.19
2017-07-30,U,385002,349892,734894,offpeak,7348.94
2017-06-14,W,786388,742346,1528734,peak,15287.34
2017-06-01,W,860327,771134,1631461,peak,16314.61
2017-07-27,W,770692,770016,1540708,peak,15407.08
2017-06-22,W,733128,745336,1478464,peak,14784.64
2017-07-25,W,765040,772350,1537390,peak,15373.9
2017-07-07,W,749664,780389,1530053,peak,15300.53
2017-06-12,W,808630,753763,1562393,peak,15623.93
2017-07-18,W,776582,754149,1530731,peak,15307.31
2017-06-16,W,785270,739069,1524339,peak,15243.39
2017-06-19,W,755955,739609,1495564,peak,14955.64
2017-07-06,W,755516,784948,1540464,peak,15404.64
2017-06-11,U,406991,440096,847087,offpeak,8470.87
2017-07-15,A,511540,495618,1007158,offpeak,10071.58
2017-06-15,W,830091,777758,1607849,peak,16078.49
2017-07-04,U,407991,389791,797782,offpeak,7977.82
2017-06-05,W,838839,768461,1607300,peak,16073.0
2017-06-10,A,525084,558726,1083810,offpeak,10838.1
2017-07-21,W,733117,762529,1495646,peak,14956.46
2017-06-21,W,758596,776244,1534840,peak,15348.4
2017-07-16,U,371692,374578,746270,offpeak,7462.7
2017-07-08,A,517165,518674,1035839,offpeak,10358.39
2017-07-29,A,496951,462430,959381,offpeak,9593.81
2017-07-12,W,694204,702581,1396785,peak,13967.85
2017-07-10,W,719494,695215,1414709,peak,14147.09
2017-06-08,W,821372,805398,1626770,peak,16267.7
2017-07-26,W,769890,755604,1525494,peak,15254.94
2017-07-31,W,732690,707434,1440124,peak,14401.24
2017-06-02,W,861203,796256,1657459,peak,16574.59
2017-07-19,W,769368,750889,1520257,peak,15202.57
2017-06-17,A,486358,419764,906122,offpeak,9061.22
2017-07-22,A,485978,471542,957520,offpeak,9575.2
2017-06-13,W,817478,764155,1581633,peak,15816.33
2017-07-01,A,514092,488429,1002521,offpeak,10025.21
2017-07-13,W,773047,751562,1524609,peak,15246.09
2017-06-30,W,763402,760380,1523782,peak,15237.82
2017-06-24,A,504647,482168,986815,offpeak,9868.15
2017-07-02,U,398108,364979,763087,offpeak,7630.87
2017-07-03,W,669915,543712,1213627,peak,12136.27
2017-07-20,W,716096,726632,1442728,peak,14427.28
2017-07-09,U,400539,402561,803100,offpeak,8031.0
2017-09-19,W,861844,786075,1647919,peak,16479.19
2017-09-06,W,854979,785896,1640875,peak,16408.75
2017-10-23,W,802893,750619,1553512,peak,15535.12
2017-10-16,W,867372,776457,1643829,peak,16438.29
2017-08-24,W,749315,748046,1497361,peak,14973.61
2017-10-09,W,712539,752125,1464664,peak,14646.64
2017-08-04,W,732776,827248,1560024,peak,15600.24
2017-09-04,U,375104,326524,701628,offpeak,7016.28
2017-09-09,A,511569,488232,999801,offpeak,9998.01
2017-08-21,W,707640,675484,1383124,peak,13831.24
2017-08-05,A,503623,546783,1050406,offpeak,10504.06
2017-09-12,W,883298,813900,1697198,peak,16971.98
2017-09-15,W,871656,838001,1709657,peak,17096.57
2017-09-11,W,861907,767744,1629651,peak,16296.51
2017-09-18,W,866120,772443,1638563,peak,16385.63
2017-08-08,W,761850,735234,1497084,peak,14970.84
2017-08-29,W,783337,763274,1546611,peak,15466.11
2017-08-30,W,801205,779477,1580682,peak,15806.82
2017-08-27,U,358840,336109,694949,offpeak,6949.49
2017-10-07,A,484231,469808,954039,offpeak,9540.39
2017-10-17,W,882601,819635,1702236,peak,17022.36
2017-10-22,U,344543,320608,665151,offpeak,6651.51
2017-10-08,U,374005,539097,913102,offpeak,9131.02
2017-10-25,W,876000,794572,1670572,peak,16705.72
2017-08-12,A,505271,477767,983038,offpeak,9830.38
2017-10-29,U,355321,320982,676303,offpeak,6763.03
2017-10-13,W,879791,796714,1676505,peak,16765.05
2017-08-23,W,763384,719511,1482895,peak,14828.95
2017-09-14,W,874356,838725,1713081,peak,17130.81
2017-10-27,W,833348,769792,1603140,peak,16031.4
2017-10-06,W,841999,805746,1647745,peak,16477.45
2017-10-04,W,889343,798360,1687703,peak,16877.03
2017-09-29,W,898739,811721,1710460,peak,17104.6
2017-08-06,U,376669,430711,807380,offpeak,8073.8
2017-10-20,W,862656,796878,1659534,peak,16595.34
2017-09-02,A,512150,481961,994111,offpeak,9941.11
2017-08-10,W,747519,745430,1492949,peak,14929.49
2017-09-22,W,854042,781053,1635095,peak,16350.95
2017-08-26,A,487453,446049,933502,offpeak,9335.02
2017-08-17,W,722939,751673,1474612,peak,14746.12
2017-08-01,W,789859,773470,1563329,peak,15633.29
2017-08-02,W,771256,811636,1582892,peak,15828.92
2017-10-19,W,876423,848003,1724426,peak,17244.26
2017-09-25,W,861042,767660,1628702,peak,16287.02
2017-10-02,W,877992,767540,1645532,peak,16455.32
2017-10-31,W,843988,758455,1602443,peak,16024.43
2017-08-14,W,722238,716772,1439010,peak,14390.1
2017-10-24,W,812947,769526,1582473,peak,15824.73
2017-10-30,W,837676,753860,1591536,peak,15915.36
2017-10-12,W,870996,810442,1681438,peak,16814.38
2017-10-14,A,376288,368266,744554,offpeak,7445.54
2017-08-03,W,763271,834427,1597698,peak,15976.98
2017-09-24,U,378420,351102,729522,offpeak,7295.22
2017-09-05,W,893214,763159,1656373,peak,16563.73
2017-10-10,W,874192,822023,1696215,peak,16962.15
2017-09-23,A,499368,464903,964271,offpeak,9642.71
2017-08-15,W,774523,700422,1474945,peak,14749.45
2017-08-22,W,741370,697126,1438496,peak,14384.96
2017-10-28,A,472503,422323,894826,offpeak,8948.26
2017-08-20,U,395932,381042,776974,offpeak,7769.74
2017-10-26,W,872176,805362,1677538,peak,16775.38
2017-08-11,W,746418,756699,1503117,peak,15031.17
2017-09-20,W,887017,795055,1682072,peak,16820.72
2017-08-16,W,739357,734845,1474202,peak,14742.02
2017-08-18,W,741688,751342,1493030,peak,14930.3
2017-08-31,W,791635,785637,1577272,peak,15772.72
2017-10-05,W,889166,816694,1705860,peak,17058.6
2017-08-09,W,759657,732813,1492470,peak,14924.7
2017-09-30,A,524516,482974,1007490,offpeak,10074.9
2017-10-01,U,389470,361156,750626,offpeak,7506.26
2017-08-07,W,733495,704247,1437742,peak,14377.42
2017-09-03,U,417707,410951,828658,offpeak,8286.58
2017-09-26,W,877350,791462,1668812,peak,16688.12
2017-09-07,W,867162,801972,1669134,peak,16691.34
2017-10-18,W,888806,831089,1719895,peak,17198.95
2017-08-19,A,510200,488523,998723,offpeak,9987.23
2017-09-27,W,882592,796822,1679414,peak,16794.14
2017-09-21,W,859255,788217,1647472,peak,16474.72
2017-09-17,U,386719,379480,766199,offpeak,7661.99
2017-10-21,A,520339,481334,1001673,offpeak,10016.73
2017-08-13,U,384338,351048,735386,offpeak,7353.86
2017-10-15,U,362392,335609,698001,offpeak,6980.01
2017-09-10,U,383625,375160,758785,offpeak,7587.85
2017-09-16,A,517447,521275,1038722,offpeak,10387.22
2017-08-25,W,749192,741123,1490315,peak,14903.15
2017-09-13,W,876445,813293,1689738,peak,16897.38
2017-10-03,W,921022,794082,1715104,peak,17151.04
2017-08-28,W,761796,740387,1502183,peak,15021.83
2017-09-08,W,849319,809597,1658916,peak,16589.16
2017-09-28,W,881438,809624,1691062,peak,16910.62
2017-10-11,W,850229,817909,1668138,peak,16681.38
2017-11-02,W,864434,794788,1659222,peak,16592.22
2017-11-17,W,836442,779012,1615454,peak,16154.54
2017-11-12,U,341066,303087,644153,offpeak,6441.53
2017-11-29,W,850702,761131,1611833,peak,16118.33
2017-11-15,W,826138,770507,1596645,peak,15966.45
2017-11-04,A,450968,393884,844852,offpeak,8448.52
2017-11-08,W,875619,796870,1672489,peak,16724.89
2017-11-14,W,862352,781533,1643885,peak,16438.85
2017-11-19,U,359562,330196,689758,offpeak,6897.58
2017-11-25,A,425522,369396,794918,offpeak,7949.18
2017-11-24,W,503847,415069,918916,peak,9189.16
2017-11-21,W,825182,745801,1570983,peak,15709.83
2017-11-28,W,847910,753208,1601118,peak,16011.18
2017-11-10,W,741017,721331,1462348,peak,14623.48
2017-11-05,U,359176,312232,671408,offpeak,6714.08
2017-11-01,W,881053,780670,1661723,peak,16617.23
2017-11-22,W,677643,620904,1298547,peak,12985.47
2017-11-03,W,815500,755771,1571271,peak,15712.71
2017-11-18,A,426814,429256,856070,offpeak,8560.7
2017-11-30,W,850783,772769,1623552,peak,16235.52
2017-11-13,W,846572,758107,1604679,peak,16046.79
2017-11-06,W,866671,772803,1639474,peak,16394.74
2017-11-27,W,839274,726945,1566219,peak,15662.19
2017-11-20,W,840370,747181,1587551,peak,15875.51
2017-11-16,W,831869,773696,1605565,peak,16055.65
2017-11-09,W,860819,800535,1661354,peak,16613.54
2017-11-07,W,871211,785554,1656765,peak,16567.65
2017-11-26,U,336930,290753,627683,offpeak,6276.83
2017-11-23,U,263654,208426,472080,offpeak,4720.8
2017-11-11,A,461927,427100,889027,offpeak,8890.27
2017-12-09,A,439827,405822,845649,offpeak,8456.49
2017-12-07,W,794129,741934,1536063,peak,15360.63
2017-12-26,W,398823,327742,726565,peak,7265.65
2017-12-29,W,552051,466865,1018916,peak,10189.16
2017-12-20,W,798144,683898,1482042,peak,14820.42
2017-12-13,W,800995,715178,1516173,peak,15161.73
2017-12-31,U,274143,235949,510092,offpeak,5100.92
2017-12-03,U,378519,338558,717077,offpeak,7170.77
2017-12-10,U,336156,295505,631661,offpeak,6316.61
2017-12-05,W,822703,737397,1560100,peak,15601.0
2017-12-17,U,351260,296372,647632,offpeak,6476.32
2017-12-06,W,829498,742215,1571713,peak,15717.13
2017-12-16,A,484468,419897,904365,offpeak,9043.65
2017-12-08,W,805911,739840,1545751,peak,15457.51
2017-12-21,W,769444,659956,1429400,peak,14294.0
2017-12-04,W,855387,739950,1595337,peak,15953.37
2017-12-19,W,812618,697684,1510302,peak,15103.02
2017-12-24,U,275937,205801,481738,offpeak,4817.38
2017-12-30,A,335207,276381,611588,offpeak,6115.88
2017-12-27,W,466856,416016,882872,peak,8828.72
2017-12-02,A,511676,461699,973375,offpeak,9733.75
2017-12-15,W,780679,700482,1481161,peak,14811.61
2017-12-25,U,164256,118654,282910,offpeak,2829.1
2017-12-22,W,727262,586190,1313452,peak,13134.52
2017-12-11,W,807879,706163,1514042,peak,15140.42
2017-12-14,W,790977,722667,1513644,peak,15136.44
2017-12-18,W,784151,675289,1459440,peak,14594.4
2017-12-12,W,783312,709949,1493261,peak,14932.61
2017-12-01,W,890982,785058,1676040,peak,16760.4
2017-12-28,W,509850,456611,966461,peak,9664.61
2017-12-23,A,438917,324065,762982,offpeak,7629.82
2018-03-01,W,807973,724095,1532068,peak,15320.68
2018-02-04,U,279353,232906,512259,offpeak,5122.59
2018-03-19,W,807848,709194,1517042,peak,15170.42
2018-03-31,A,428294,349132,777426,offpeak,7774.26
2018-01-01,U,199845,195520,395365,offpeak,3953.65
2018-03-20,W,808168,710058,1518226,peak,15182.26
2018-03-11,U,339755,286948,626703,offpeak,6267.03
2018-02-20,W,786356,718493,1504849,peak,15048.49
2018-02-21,W,831241,740388,1571629,peak,15716.29
2018-01-02,W,507648,514174,1021822,peak,10218.22
2018-01-10,W,783008,695123,1478131,peak,14781.31
2018-03-08,W,813217,734447,1547664,peak,15476.64
2018-02-03,A,435554,344309,779863,offpeak,7798.63
2018-01-09,W,780104,684704,1464808,peak,14648.08
2018-01-31,W,815252,729419,1544671,peak,15446.71
2018-03-13,W,808848,731938,1540786,peak,15407.86
2018-01-03,W,598578,587740,1186318,peak,11863.18
2018-01-17,W,787021,713680,1500701,peak,15007.01
2018-02-06,W,783522,708071,1491593,peak,14915.93
2018-02-13,W,832686,743502,1576188,peak,15761.88
2018-03-16,W,808945,738857,1547802,peak,15478.02
2018-03-10,A,471143,394014,865157,offpeak,8651.57
2018-01-19,W,784287,701290,1485577,peak,14855.77
2018-03-28,W,719691,695373,1415064,peak,14150.64
2018-02-08,W,782384,727764,1510148,peak,15101.48
2018-01-20,A,438286,449322,887608,offpeak,8876.08
2018-03-18,U,361391,320742,682133,offpeak,6821.33
2018-01-06,A,372807,292077,664884,offpeak,6648.84
2018-01-22,W,781955,711848,1493803,peak,14938.03
2018-02-14,W,846174,756475,1602649,peak,16026.49
2018-03-29,W,692129,686014,1378143,peak,13781.43
2018-03-24,A,424609,389468,814077,offpeak,8140.77
2018-03-27,W,688138,684664,1372802,peak,13728.02
2018-03-12,W,798061,715220,1513281,peak,15132.81
2018-03-07,W,829608,731992,1561600,peak,15616.0
2018-02-11,U,294675,260148,554823,offpeak,5548.23
2018-02-24,A,461537,387230,848767,offpeak,8487.67
2018-03-02,W,838965,719445,1558410,peak,15584.1
2018-03-30,W,672341,608535,1280876,peak,12808.76
2018-03-17,A,471682,607823,1079505,offpeak,10795.05
