bus,load_factor
602888,10606.62
631294,10606.13
716121,10605.67
569561,10604.26
646961,10602.24
554744,10600.43
534874,10599.39
571153,10597.27
596363,10588.5
620475,10587.78
529240,10575.85
671524,10569.2
563782,10563.9
586791,10558.36
622487,10548.02
561092,10544.69
508110,10538.37
645518,10528.98
542836,10521.5
536269,10520.07
615724,10518.15
685445,10518.01
604421,10514.52
503623,10504.06
597815,10500.52
718550,10499.97
619909,10495.76
641791,10494.97
535573,10489.43
625575,10488.75
556146,10482.29
556675,10480.03
680844,10478.79
630649,10477.83
670497,10473.13
526402,10472.58
625518,10466.61
682534,10461.15
529845,10456.14
600914,10451.92
676207,10451.58
616049,10446.54
652458,10443.2
568016,10441.63
620784,10441.56
625843,10440.97
672236,10437.4
676405,10436.65
513132,10436.13
662248,10421.54
648994,10413.06
624519,10412.23
537612,10409.16
621329,10409.15
557711,10404.25
668592,10403.6
678534,10401.21
600789,10400.03
604502,10398.45
603110,10390.48
643136,10389.87
640418,10389.43
468181,10388.84
640959,10387.55
517447,10387.22
548828,10385.95
667264,10384.87
610945,10383.85
600900,10378.71
531261,10374.84
678705,10374.55
650769,10373.73
611263,10373.44
593823,10373.14
613773,10365.61
517165,10358.39
631254,10349.52
651128,10346.82
609394,10346.16
625346,10337.8
661076,10333.93
500775,10331.18
541305,10325.04
668376,10318.3
488073,10317.8
636906,10311.86
566721,10308.7
652808,10302.57
629963,10286.4
606974,10281.44
684079,10280.26
641619,10275.64
572064,10275.0
686540,10272.02
637235,10259.64
664729,10255.81
647293,10254.38
544713,10254.34
651609,10253.93
646559,10247.05
653142,10245.69
619396,10239.02
646791,10237.38
620464,10236.39
570349,10233.47
699360,10231.17
632952,10230.68
660678,10230.43
597413,10225.81
628700,10219.28
641760,10219.23
507648,10218.22
642789,10215.3
660686,10212.83
659629,10209.33
545554,10206.45
657042,10201.58
659976,10194.46
552051,10189.16
675968,10188.02
523471,10187.53
637081,10186.51
698927,10182.41
592513,10179.31
508815,10178.9
674760,10178.59
439944,10178.1
638239,10164.54
593188,10162.8
567619,10162.67
615765,10162.05
675335,10161.17
641240,10151.97
603018,10151.62
664804,10151.52
566447,10139.4
594111,10131.78
585771,10131.01
649995,10130.73
666152,10119.29
598259,10111.88
672805,10110.12
522972,10110.07
572055,10108.21
497883,10104.31
592561,10103.81
624399,10100.01
638279,10096.94
678861,10093.53
582015,10091.16
622249,10086.53
667780,10085.37
559952,10081.7
653210,10080.38
667701,10077.16
524516,10074.9
586663,10074.41
511540,10071.58
688035,10071.15
539382,10065.62
636792,10064.97
637405,10062.95
648849,10060.89
587961,10059.66
674983,10055.36
646979,10054.04
519517,10053.84
605772,10053.34
625306,10046.52
498240,10036.69
589493,10028.77
514092,10025.21
480664,10022.86
520339,10016.73
597852,10008.56
597811,10008.48
609114,10008.27
647441,10008.16
616266,10008.07
553250,10006.51
614019,10003.24
674990,10002.69
619967,10000.31
511569,9998.01
627629,9990.44
510200,9987.23
617408,9986.08
514171,9985.2
641780,9984.26
552198,9980.33
633996,9980.11
639444,9974.57
632625,9971.41
512770,9970.82
612065,9970.52
633038,9969.09
657864,9963.45
633461,9958.37
557420,9956.22
609019,9952.09
628499,9951.66
601634,9948.76
611887,9946.4
604564,9942.39
586500,9942.39
636005,9941.45
512150,9941.11
637407,9932.42
492591,9930.7
645280,9926.67
569843,9923.86
536678,9920.99
532937,9916.43
583259,9914.64
641437,9913.48
636107,9912.5
603928,9912.45
668866,9909.27
627785,9909.02
591333,9907.95
594213,9899.6
520511,9891.86
660001,9890.3
632218,9889.74
634650,9888.48
546895,9888.2
654965,9885.03
639146,9884.41
645222,9884.05
571189,9877.29
622104,9875.17
596776,9873.72
574990,9872.4
608071,9870.88
622775,9869.34
517706,9868.95
504647,9868.15
645427,9867.59
649814,9867.49
516762,9867.47
611676,9864.24
498571,9859.67
663367,9855.29
587114,9853.06
619536,9849.33
644076,9846.45
631388,9844.41
498035,9838.1
505271,9830.38
463310,9827.63
636265,9825.23
670035,9823.73
508408,9821.83
665453,9816.69
613516,9814.11
608093,9813.18
645503,9810.93
653547,9802.42
604089,9800.47
607951,9797.61
653848,9794.87
523861,9792.15
530654,9788.54
647460,9788.54
477472,9786.28
626889,9779.74
657645,9777.33
636532,9772.88
625939,9767.38
624689,9765.39
517416,9764.63
510845,9764.07
565948,9763.48
603577,9763.46
520813,9754.95
619195,9752.59
634013,9751.83
500583,9749.94
635657,9747.7
517756,9745.18
502031,9745.15
513934,9743.19
583725,9742.89
588835,9742.65
648822,9741.49
537820,9741.42
626396,9740.34
511676,9733.75
638045,9733.62
649574,9727.16
660227,9723.58
650794,9721.82
549385,9715.1
551745,9713.22
612802,9710.37
632188,9710.35
616747,9709.25
600972,9705.56
480347,9704.01
608476,9700.98
642689,9700.11
639464,9694.72
637641,9694.58
620450,9687.94
497531,9687.47
539031,9687.2
619468,9686.3
591773,9681.64
607382,9678.24
648406,9677.92
496000,9676.71
499700,9674.94
504778,9670.86
664161,9667.77
509850,9664.61
626374,9659.9
609584,9659.1
604287,9659.05
678870,9656.56
616904,9651.97
607195,9650.43
607395,9647.1
499368,9642.71
502922,9636.17
648350,9633.54
644968,9633.47
629660,9630.25
509948,9629.77
636461,9629.62
493509,9628.49
449748,9627.07
428350,9626.77
643335,9622.21
612039,9620.87
529593,9620.34
433578,9619.13
573203,9616.12
622090,9615.64
497023,9615.54
493687,9611.72
645603,9610.9
494592,9610.19
506929,9609.04
508239,9606.65
647400,9605.06
631716,9601.83
639977,9596.76
630142,9594.06
496951,9593.81
625347,9593.6
512205,9592.64
608908,9589.18
489810,9584.91
520426,9584.46
621841,9583.22
400140,9581.73
639707,9578.11
485978,9575.2
618523,9573.1
539500,9572.56
626185,9572.15
615103,9572.01
625173,9570.93
581121,9569.35
511504,9567.76
536280,9566.96
610796,9566.91
509980,9560.62
628587,9554.47
520254,9547.62
623556,9545.73
613000,9545.51
485555,9544.45
492255,9543.84
560544,9540.86
484231,9540.39
592637,9539.92
538766,9538.89
501883,9533.8
497514,9533.52
626844,9532.92
459826,9532.77
578361,9531.35
469280,9529.37
513494,9529.16
478993,9528.35
549191,9523.56
601330,9519.24
632093,9514.92
517493,9510.96
603484,9510.11
526267,9509.06
525696,9505.33
627583,9505.23
635054,9503.77
480048,9503.32
591935,9503.25
506199,9495.57
624850,9492.66
503944,9492.26
517771,9488.39
640965,9486.11
522696,9485.53
641096,9484.27
627807,9483.51
615584,9483.16
486855,9477.47
542479,9477.2
627412,9471.63
626911,9469.4
602909,9468.53
552163,9465.7
599172,9465.46
650477,9464.88
474011,9464.82
607118,9462.7
619377,9462.36
602158,9460.51
522296,9458.98
627855,9458.89
612527,9453.08
507082,9450.99
637957,9449.82
628268,9447.61
619480,9440.15
621165,9439.47
596202,9438.69
610061,9437.16
620929,9436.14
511289,9429.66
453193,9422.71
623138,9421.89
513626,9421.49
473766,9418.69
621673,9415.89
570331,9412.96
618184,9409.77
583683,9404.0
615871,9403.62
642265,9402.36
631465,9402.02
487366,9400.04
389901,9394.72
464236,9394.54
633629,9384.16
510514,9383.88
649008,9381.75
471199,9379.74
549046,9377.88
638862,9375.89
475029,9374.09
484064,9372.5
588157,9366.82
591445,9366.58
620074,9357.13
540914,9353.19
513799,9352.42
557653,9351.08
518549,9344.68
584517,9344.48
590225,9344.4
625725,9341.17
595637,9336.46
487453,9335.02
496149,9333.03
495436,9328.7
525424,9325.98
554095,9325.79
496407,9323.0
504045,9320.09
609288,9316.53
495211,9315.27
608037,9311.1
639705,9309.31
607614,9307.55
587662,9306.48
587950,9304.61
506208,9301.68
513518,9301.32
489155,9296.19
472199,9293.77
625252,9291.64
601208,9290.04
587533,9284.37
492859,9283.67
608291,9282.2
619586,9280.05
596237,9276.14
509542,9274.77
515030,9270.23
471688,9269.47
557867,9269.38
605667,9267.61
480928,9267.26
457477,9256.3
589697,9253.69
503983,9251.76
583966,9248.08
485369,9247.36
602670,9240.24
610862,9236.76
606795,9236.62
499355,9236.39
595484,9234.64
567710,9232.9
573542,9232.29
615125,9231.37
597877,9227.11
629609,9223.73
486791,9218.3
602774,9215.31
517911,9208.59
614484,9192.07
503847,9189.16
490001,9185.56
607378,9185.08
500004,9183.66
607923,9182.6
505046,9176.08
493648,9174.18
574038,9172.82
633472,9167.23
606945,9165.93
595913,9164.88
592251,9160.96
597639,9147.84
624970,9147.17
587823,9142.98
600110,9142.24
472932,9142.06
582316,9138.84
606838,9138.42
509071,9138.15
576598,9132.42
374005,9131.02
549605,9129.14
610834,9125.62
594150,9122.23
468337,9117.31
561500,9116.62
493851,9116.21
557712,9115.71
506219,9112.23
482463,9111.21
531521,9103.05
481814,9102.78
617307,9101.42
483109,9100.41
472537,9100.25
596052,9098.46
628526,9082.54
547238,9082.0
526215,9080.78
578539,9077.91
603707,9077.33
496285,9075.3
617210,9073.28
626223,9071.73
480130,9069.81
486423,9069.25
481485,9066.17
479588,9063.09
486358,9061.22
549303,9056.86
586037,9055.2
452841,9052.86
487975,9049.74
587568,9048.07
484468,9043.65
390267,9042.37
613180,9040.34
497989,9039.5
604388,9039.34
464296,9035.93
576780,9028.08
497589,9028.0
557794,9020.6
567411,9015.97
487323,9014.63
610177,9014.41
618944,9011.56
512702,9006.57
487170,9005.25
451820,9004.88
589298,8999.82
480918,8999.04
581761,8997.59
429624,8995.67
593638,8993.33
593545,8990.02
614025,8987.44
492072,8986.88
585510,8985.45
602180,8983.53
382787,8978.21
584819,8973.21
472855,8972.42
603039,8967.4
368515,8967.04
497194,8965.83
502724,8956.6
514916,8955.68
511376,8953.18
425896,8953.17
611356,8948.45
472503,8948.26
580618,8946.55
575015,8931.49
576490,8931.47
615097,8929.72
578477,8928.57
591523,8925.91
519510,8922.53
437661,8913.49
486797,8910.09
474138,8907.26
473087,8905.88
489631,8897.89
587269,8893.34
487500,8890.68
461927,8890.27
588057,8887.85
539410,8886.94
614544,8884.98
571606,8883.2
477995,8883.19
584096,8877.07
438286,8876.08
566334,8871.45
490314,8869.55
582869,8869.29
593273,8867.69
466646,8865.43
585553,8863.95
580851,8858.7
564107,8854.49
616271,8851.14
570050,8849.97
590236,8849.85
564839,8845.12
440059,8837.14
463868,8834.72
557427,8828.89
466856,8828.72
568287,8827.12
439815,8816.39
492490,8814.47
492689,8813.99
604139,8811.67
469900,8805.06
452933,8804.66
464239,8794.67
577508,8793.65
589688,8785.4
473609,8783.88
502623,8780.91
476234,8779.79
542621,8778.22
487492,8777.61
561515,8776.01
545442,8769.65
605404,8767.17
472207,8766.01
509576,8764.67
492623,8763.92
611703,8753.15
485254,8750.06
540394,8743.45
585429,8743.3
574009,8741.86
580506,8741.4
582223,8741.35
479321,8737.81
517813,8732.5
457556,8731.19
400504,8728.18
507244,8722.17
466492,8711.42
562827,8708.74
577660,8699.89
497166,8696.8
562470,8694.14
551489,8694.11
461266,8693.57
448872,8693.25
558211,8681.94
549875,8675.25
473625,8675.06
494049,8674.62
437544,8672.97
447116,8671.13
507105,8669.98
512841,8669.62
497209,8669.47
467987,8669.11
473453,8666.94
541877,8666.81
569201,8661.71
479816,8661.71
572085,8660.64
471143,8651.57
436381,8645.82
556682,8644.09
456362,8638.04
491214,8638.0
504213,8632.54
488506,8629.47
427090,8627.7
433770,8626.28
491612,8624.58
591791,8618.47
420667,8618.03
525978,8613.27
550886,8611.51
469539,8611.36
591717,8610.11
577088,8595.4
472376,8593.48
545733,8589.43
590836,8589.14
517892,8580.28
542860,8575.58
539476,8572.57
472515,8567.17
456911,8566.25
459598,8565.24
426814,8560.7
553273,8560.37
578507,8559.62
464539,8553.9
423665,8553.39
586969,8552.23
476658,8546.14
450296,8542.26
564850,8539.92
480801,8538.13
498740,8538.12
522699,8533.65
443089,8533.09
456968,8531.23
495883,8529.87
473204,8522.48
465852,8515.62
542740,8511.18
544810,8503.29
467877,8498.31
495101,8497.49
479896,8494.65
463165,8492.23
568839,8491.03
485211,8490.61
461537,8487.67
427194,8486.73
493474,8483.7
455577,8482.98
480340,8481.18
544391,8473.38
406991,8470.87
445534,8470.37
469512,8468.85
548649,8463.33
582348,8461.63
439827,8456.49
566162,8454.36
439597,8452.83
556778,8450.27
450253,8449.0
520542,8448.83
450968,8448.52
553236,8448.01
487215,8430.14
319885,8427.01
547427,8424.99
483207,8422.72
503694,8422.55
409978,8409.6
423559,8407.42
455974,8403.93
491220,8401.88
445779,8401.45
483138,8400.53
471203,8387.11
541013,8381.35
546086,8381.32
441093,8377.98
486961,8366.77
559310,8366.01
448115,8364.88
555638,8359.99
325617,8356.88
506887,8356.47
553301,8350.93
462233,8350.74
484623,8350.56
481281,8343.7
380689,8343.68
537382,8340.95
563430,8339.51
526241,8336.85
427882,8336.74
486060,8334.71
440554,8330.22
565955,8327.81
479696,8327.58
577401,8327.57
467659,8327.49
461743,8326.16
453952,8321.03
490561,8320.91
479157,8314.47
546570,8311.81
568003,8310.39
486409,8309.29
459104,8308.85
505581,8308.34
469542,8307.45
438203,8302.98
556405,8298.12
558891,8295.63
486451,8294.99
422542,8293.44
490386,8291.4
463710,8291.02
470358,8289.64
417707,8286.58
504460,8279.72
471000,8279.48
547926,8278.88
423806,8275.25
488275,8273.24
541464,8271.96
455742,8268.67
463763,8265.71
521906,8265.63
419317,8264.24
570941,8261.58
470355,8260.51
562148,8256.12
469400,8251.88
490518,8250.08
546998,8248.17
474631,8247.54
550093,8246.16
441384,8244.26
449817,8244.12
459030,8241.48
472911,8240.84
377290,8238.72
514280,8238.09
409577,8236.25
427686,8229.32
429503,8228.61
478785,8226.6
445596,8224.9
438472,8222.36
455672,8222.02
419005,8219.8
471437,8216.59
467091,8216.56
439479,8216.1
432777,8199.48
445099,8198.05
468784,8197.53
471591,8194.78
528055,8191.25
431379,8182.82
476507,8181.33
424169,8177.21
434998,8173.4
463843,8171.95
550378,8170.75
342891,8163.53
474089,8158.73
543945,8157.68
436791,8156.64
430036,8147.73
435591,8146.05
448859,8143.68
424609,8140.77
531761,8139.87
445308,8136.8
490423,8133.81
417057,8133.74
534831,8129.73
432880,8121.0
415836,8118.13
473628,8117.97
520244,8116.33
454167,8111.58
520348,8111.34
456191,8110.73
560436,8105.66
461163,8099.03
423502,8096.31
512125,8096.29
435676,8094.02
488706,8092.81
451477,8092.74
472178,8089.49
518211,8088.37
481029,8087.99
457725,8087.95
477456,8087.83
470817,8082.24
505635,8081.7
415455,8081.67
463771,8078.88
409685,8074.63
376669,8073.8
514773,8072.92
469702,8072.49
547944,8072.31
474682,8071.88
470110,8067.64
412542,8065.08
529921,8064.59
471725,8061.03
417931,8056.04
493670,8054.55
511550,8052.3
393858,8047.83
422345,8045.55
511141,8040.33
401077,8038.88
525585,8037.27
529779,8036.62
454119,8035.11
466987,8034.51
400539,8031.0
475784,8029.05
481484,8028.84
463513,8023.29
450337,8020.79
472623,8019.18
405719,8017.97
438454,8010.67
511749,8009.88
516846,8006.52
450356,8005.98
451434,8003.44
480111,8002.02
511582,8001.4
474170,8000.2
416049,7999.59
414942,7999.03
439655,7996.95
427142,7995.8
477703,7993.32
454573,7991.55
463244,7991.02
482075,7989.03
410273,7988.76
518237,7987.75
471953,7982.24
451145,7980.26
476997,7979.71
426989,7979.12
475445,7978.59
440588,7978.03
407991,7977.82
463508,7970.7
486887,7966.33
458601,7965.84
460009,7965.72
469820,7962.7
454048,7959.84
474621,7955.77
433952,7952.2
533884,7949.26
425522,7949.18
470815,7946.09
456194,7944.72
471319,7943.2
500748,7942.06
432055,7941.0
414784,7939.69
460822,7937.84
429614,7931.68
444434,7926.91
375863,7926.03
368543,7923.53
474666,7921.6
417189,7921.12
415172,7920.68
494901,7918.37
464140,7918.11
411806,7914.03
467179,7904.65
483592,7904.23
465479,7901.24
474767,7901.21
457228,7900.14
417777,7897.0
417529,7894.79
494098,7892.56
415263,7890.95
508469,7890.29
515481,7890.09
385574,7886.64
542470,7882.9
526469,7881.56
435672,7878.12
502997,7876.09
428105,7871.93
469691,7870.1
406215,7868.63
483883,7868.55
449446,7866.89
440442,7864.47
519280,7862.25
409732,7862.17
429710,7861.22
419182,7860.94
513069,7858.15
494777,7854.78
521800,7853.71
456466,7851.87
463846,7849.81
450355,7846.4
417109,7844.64
400326,7843.36
394914,7840.57
440041,7839.85
531176,7838.25
512429,7835.5
466988,7834.62
402523,7833.24
415182,7832.82
463908,7830.3
525908,7829.3
485345,7827.16
536640,7824.61
512958,7822.34
442692,7821.18
448547,7819.41
460481,7819.02
456540,7818.29
454576,7816.27
419206,7816.27
441327,7814.62
448386,7814.1
372190,7813.64
435441,7810.91
455044,7808.66
468812,7807.77
456836,7805.71
443247,7804.49
525319,7804.19
435554,7798.63
449160,7794.18
489228,7789.56
531967,7781.8
493179,7780.23
434634,7778.47
512767,7776.14
474048,7774.29
428294,7774.26
395932,7769.74
455430,7767.75
447442,7763.07
455561,7762.98
490868,7761.66
494209,7760.23
394810,7752.13
428233,7752.13
418122,7751.64
449112,7750.37
446072,7749.76
513353,7748.14
420636,7740.36
439719,7735.54
512435,7734.93
480835,7734.07
450883,7734.05
458651,7733.87
451532,7730.67
523895,7729.91
410811,7729.54
462098,7727.02
453040,7725.76
419729,7723.87
421756,7723.41
509237,7720.25
433504,7719.77
484927,7718.99
452211,7715.41
447936,7715.05
411174,7712.4
446583,7711.46
443009,7708.98
414644,7707.27
439578,7706.81
405068,7694.14
412819,7691.9
486169,7681.31
445246,7676.82
461383,7675.55
401488,7674.96
465420,7671.5
473997,7669.17
518114,7667.93
386719,7661.99
491356,7659.73
389726,7656.64
402364,7653.13
410521,7649.9
528087,7646.93
510369,7646.6
411704,7641.92
455093,7638.49
458387,7637.9
446820,7636.0
445505,7633.9
411927,7631.12
398108,7630.87
443462,7630.84
443006,7630.31
438917,7629.82
439513,7628.955
463198,7625.72
423681,7625.28
393446,7621.61
492388,7616.41
463630,7616.02
433064,7614.86
453831,7597.11
413217,7596.84
451850,7595.09
462755,7589.91
413568,7587.99
383625,7587.85
452131,7583.17
466294,7582.73
380142,7581.48
382202,7580.12
504548,7579.62
394751,7568.57
458134,7566.66
443095,7566.07
506478,7565.29
407870,7558.37
430542,7555.2
409765,7553.86
450017,7553.45
397951,7551.78
441267,7550.11
388470,7549.73
489403,7540.27
398288,7539.81
452937,7539.33
462931,7534.38
443588,7533.86
450230,7525.79
380247,7525.56
397693,7524.25
457408,7523.96
505193,7519.88
384885,7518.48
433281,7518.46
425118,7518.0
462359,7517.97
393684,7515.81
375988,7515.35
399759,7513.07
484803,7511.74
421380,7511.33
393146,7510.92
447658,7509.04
453108,7508.25
389470,7506.26
481232,7505.57
441101,7505.19
484077,7500.45
471453,7499.31
386786,7497.8
442689,7493.92
484655,7486.66
436216,7479.33
493346,7478.17
475738,7472.25
480317,7471.44
399846,7471.05
450527,7470.81
448512,7469.21
441707,7465.11
371692,7462.7
474187,7458.95
492841,7453.42
384799,7448.07
400302,7448.05
376288,7445.54
461625,7444.75
372421,7443.83
499779,7436.63
469528,7435.81
391845,7434.34
410420,7427.54
443252,7421.99
475132,7421.61
451612,7418.72
396042,7414.74
402463,7411.9
397080,7407.24
386135,7406.09
388866,7400.25
507042,7400.22
395954,7398.07
461240,7378.94
437577,7378.38
445989,7377.92
470694,7376.82
380140,7374.58
461629,7366.52
379610,7366.42
409779,7364.65
452460,7362.47
460848,7357.18
452128,7354.4
384338,7353.86
408435,7352.3
472709,7352.3
406839,7350.18
385002,7348.94
460225,7347.09
477226,7344.55
446785,7344.08
441120,7334.54
418299,7333.91
405308,7333.33
437682,7329.79
394676,7328.98
399289,7326.69
397656,7323.44
471865,7322.39
457674,7322.38
495972,7319.33
443791,7317.39
481878,7312.79
446438,7310.7
407917,7310.2
457951,7306.35
440552,7296.93
378420,7295.22
374591,7294.15
397000,7293.67
408051,7289.56
414976,7288.24
390193,7286.67
466104,7285.46
455579,7283.93
413008,7281.69
365436,7281.68
433989,7281.48
383666,7277.5
427028,7271.59
388946,7266.94
398823,7265.65
418278,7264.51
383320,7260.96
401088,7255.45
456332,7252.3
461358,7250.04
443240,7248.6
388435,7247.12
474595,7241.35
395847,7235.96
465576,7235.71
402497,7235.6
457587,7232.93
376335,7228.24
451833,7224.69
464411,7220.93
417727,7220.63
439376,7218.92
390666,7215.07
371881,7213.65
380928,7211.3
393690,7209.82
393610,7207.83
427781,7206.57
477070,7206.26
441126,7203.3
429398,7190.16
457639,7189.88
472803,7188.56
445633,7187.34
392051,7187.32
377822,7179.78
460444,7176.45
378519,7170.77
370394,7170.1
403870,7166.89
366609,7166.33
428156,7162.31
450578,7162.27
392644,7159.07
409243,7158.99
429977,7157.16
407815,7156.93
491005,7154.0
443824,7146.55
469249,7143.31
470771,7142.91
418807,7139.54
411406,7136.92
429046,7134.52
399059,7132.85
383581,7119.72
375171,7116.12
440154,7113.84
366179,7109.63
376131,7104.06
403747,7103.94
407079,7097.98
416383,7095.29
442112,7093.28
399324,7092.86
385121,7088.79
369986,7083.25
446615,7078.23
492026,7077.99
382464,7076.83
481571,7074.67
426783,7074.02
392042,7073.59
416361,7072.96
388282,7069.52
448166,7066.75
455048,7066.48
435317,7063.69
428577,7060.96
472765,7060.13
370985,7059.15
353264,7057.31
467869,7054.64
412048,7054.1
417416,7050.56
390090,7048.3
373382,7047.05
393065,7044.42
459244,7043.74
373492,7043.24
372383,7041.77
428668,7039.82
358918,7036.54
459729,7035.04
374967,7033.43
360488,7032.27
463947,7030.21
417260,7028.84
450247,7027.6
428683,7025.32
435747,7025.03
372952,7023.4
445916,7022.37
459271,7020.44
433792,7020.0
454188,7019.55
415696,7019.07
387894,7018.3
422369,7016.93
375104,7016.28
464351,7014.44
394088,7011.93
422316,7009.94
385323,7005.38
434824,7004.48
387031,6996.94
441105,6990.89
421490,6988.39
399923,6986.24
392008,6984.15
447385,6983.73
419643,6982.36
362392,6980.01
473194,6979.66
421290,6979.0
376464,6977.74
399149,6976.84
438858,6974.5
421322,6974.12
339813,6972.97
451633,6971.1
405207,6966.3
356953,6953.61
479293,6953.01
465660,6951.91
358840,6949.49
362011,6944.14
394869,6935.15
365003,6933.47
417115,6932.58
389894,6927.87
404926,6924.09
424510,6923.94
391445,6921.55
361946,6913.91
371460,6913.38
447363,6911.86
401250,6902.16
415484,6902.08
378769,6899.59
359562,6897.58
364119,6896.53
437665,6896.36
383134,6894.17
370049,6893.83
386439,6891.72
372608,6888.96
390425,6888.17
369056,6885.44
362329,6881.94
444240,6881.38
440496,6880.64
452914,6876.44
436487,6875.29
437345,6872.77
385739,6872.1
411272,6867.11
371865,6866.63
372216,6865.61
437664,6859.89
353981,6859.85
451144,6857.64
374537,6854.57
448366,6853.26
422190,6853.19
426567,6851.8
386289,6851.58
436056,6851.37
401248,6849.64
349368,6848.03
439715,6847.29
432910,6847.12
441575,6844.04
444647,6843.31
381722,6841.76
406680,6839.89
439237,6839.83
353385,6830.55
423940,6827.1
354456,6823.11
362508,6822.54
361391,6821.33
456833,6820.62
433813,6816.12
438393,6806.5
387357,6801.89
420083,6801.42
420423,6799.23
481238,6798.82
356936,6797.56
402980,6796.71
367831,6792.66
462568,6790.35
377642,6787.83
421579,6786.3
453344,6785.16
378733,6783.96
365314,6783.04
364734,6782.03
418652,6780.21
383971,6779.35
377994,6778.64
415969,6774.09
398464,6772.94
444454,6769.1
405115,6769.09
357643,6766.89
351730,6766.89
451689,6765.84
442777,6764.4
355321,6763.03
425968,6761.57
418097,6760.29
439920,6757.62
371300,6757.02
371042,6754.6
407869,6754.16
402275,6753.13
446760,6750.58
357251,6749.17
362949,6748.17
418101,6747.74
359516,6745.46
413535,6744.91
422437,6740.32
396567,6736.49
404153,6733.15
401665,6731.34
435861,6731.18
433166,6730.31
434873,6726.27
401514,6726.07
380189,6725.01
412366,6722.54
397179,6715.02
332042,6714.29
359176,6714.08
392914,6713.31
446076,6705.65
415256,6701.91
402842,6701.35
440189,6699.01
451472,6698.02
417471,6693.47
432534,6689.5
441076,6685.6
433649,6685.11
428984,6683.84
432272,6681.71
422827,6681.18
424683,6678.74
437332,6678.58
409208,6676.6
396422,6675.75
347416,6671.68
356367,6669.88
392548,6666.71
443453,6664.41
390531,6664.23
392633,6664.05
387327,6663.76
417214,6658.58
386219,6656.92
423283,6653.6
344543,6651.51
428277,6651.37
390171,6649.2
372807,6648.84
425669,6648.62
399770,6647.27
429227,6646.65
436838,6641.95
415959,6641.32
416141,6641.18
422713,6639.54
418764,6636.4
364977,6631.66
441379,6627.54
431055,6626.36
437677,6624.61
353013,6623.1
420137,6619.64
448248,6618.32
381061,6618.21
423135,6617.83
404856,6617.38
439134,6616.82
411861,6615.13
406547,6612.36
345895,6610.74
397653,6606.75
343928,6604.53
417408,6602.38
422714,6601.97
379552,6600.79
358133,6599.82
429612,6599.33
389816,6590.44
439942,6586.58
396163,6582.76
427753,6570.4
425127,6569.85
416766,6567.34
420366,6564.76
418700,6559.63
397781,6555.7
422463,6554.7
339408,6554.22
344385,6552.08
390578,6550.49
358101,6549.06
422899,6544.05
384314,6543.45
420182,6542.02
421618,6540.59
428663,6539.55
339238,6534.29
389873,6531.56
387316,6529.95
436570,6527.42
358174,6525.24
421320,6524.15
375578,6523.97
423274,6521.63
387151,6521.17
443915,6518.28
435253,6516.47
358361,6514.17
423705,6513.31
424978,6511.58
407683,6508.98
420521,6503.41
438900,6497.76
334541,6497.25
427407,6496.01
393689,6495.33
337080,6495.04
360783,6491.77
344050,6487.62
406475,6481.94
372131,6479.91
425595,6477.95
351260,6476.32
345627,6475.81
385554,6472.49
375533,6469.58
424767,6469.34
386280,6469.11
418827,6468.4
333825,6467.29
352859,6466.63
433014,6466.52
423210,6462.85
391830,6462.43
414819,6461.25
343504,6455.33
379108,6455.03
345438,6454.21
353042,6452.12
391140,6450.66
427040,6449.39
385106,6444.14
421385,6443.58
412003,6442.16
341066,6441.53
389185,6441.41
421515,6433.37
406068,6432.94
423280,6430.77
421429,6427.39
348195,6427.1
382748,6423.89
398430,6421.86
335726,6417.77
412477,6416.33
409232,6413.19
419858,6399.92
347690,6397.83
343625,6396.88
396860,6394.65
413687,6394.27
423634,6393.33
337661,6389.55
350829,6382.34
331496,6382.06
346457,6381.3
338418,6380.76
437035,6377.55
399383,6375.73
372961,6373.15
432408,6372.03
353263,6366.06
349696,6365.19
403677,6357.77
362823,6356.26
400592,6355.53
408305,6354.9
336476,6354.75
374072,6354.23
332203,6353.32
400341,6353.04
416118,6350.49
413442,6348.47
415703,6346.47
351708,6344.39
400822,6344.25
374987,6343.95
350959,6340.53
347917,6339.4
340733,6337.28
378230,6335.26
373206,6335.02
371601,6333.97
418466,6333.52
339738,6332.83
423922,6331.83
416661,6331.04
387659,6326.45
376511,6325.95
416973,6321.15
408454,6319.2
412037,6318.89
336156,6316.61
415621,6313.11
394704,6310.85
413385,6309.41
411858,6307.04
399483,6305.09
418620,6301.26
414913,6299.53
418878,6296.26
336952,6291.92
375396,6290.93
349027,6285.21
340540,6282.01
332006,6279.35
403847,6278.57
412777,6278.32
338518,6277.88
335610,6277.79
395925,6277.33
336930,6276.83
394671,6276.0
345787,6272.8
407540,6270.93
405657,6270.66
413581,6267.58
339755,6267.03
381213,6264.16
410745,6263.71
377772,6259.53
384648,6258.07
375230,6258.05
379770,6248.18
416015,6247.41
357257,6246.95
339157,6243.1
330488,6242.6
417760,6242.1
419434,6238.55
423377,6233.79
422270,6232.66
303321,6231.56
364185,6229.26
415385,6227.76
398101,6224.73
397317,6222.27
401026,6222.21
360109,6219.21
386248,6216.58
406509,6216.53
340985,6213.57
394698,6213.15
413029,6212.87
374697,6212.39
407448,6207.95
330848,6207.38
417360,6205.03
421160,6205.03
342269,6203.67
372186,6200.86
363466,6194.48
374475,6189.29
335409,6188.2
400447,6187.16
371748,6185.72
339402,6185.56
